NAME,DP05_0001E,DP05_0018E,DP05_0019PE,DP05_0024PE,DP02_0038PE,DP02_0065PE,DP02_0072PE,DP03_0009PE,DP03_0062E,DP03_0099PE,DP04_0003PE,DP04_0047PE,DP04_0058PE,DP04_0134E,state,county
"Leavenworth County, Kansas",82050,38.0,23.6,15.1,43.4,20.8,13.4,4.5,84307,6.7,6.6,32.1,4.8,1102,20,103
"Lincoln County, Kansas",2929,44.6,22.5,25.1,73.3,13.8,16.5,1.8,52540,7.0,27.2,20.7,3.8,532,20,105
"Linn County, Kansas",9696,45.0,22.1,22.1,50.0,14.7,17.4,4.4,56697,10.2,20.4,18.4,4.1,763,20,107
"Logan County, Kansas",2752,39.9,24.9,20.9,0.0,20.2,19.3,0.3,70382,9.0,11.9,36.0,3.5,793,20,109
"Lyon County, Kansas",32182,32.9,22.1,15.2,22.6,15.4,14.4,2.7,56415,10.6,11.8,41.9,6.5,763,20,111
"McPherson County, Kansas",30085,39.8,21.4,19.7,20.6,21.2,13.3,2.1,71250,6.7,7.2,25.5,3.7,871,20,113
"Marion County, Kansas",11867,43.4,21.2,23.1,10.3,18.8,14.8,3.7,60011,6.6,19.7,18.7,3.3,680,20,115
"Marshall County, Kansas",10014,42.3,24.4,22.1,30.0,13.5,13.9,2.8,64306,5.3,14.4,18.0,4.0,671,20,117
"Meade County, Kansas",4019,37.7,26.3,16.2,48.7,16.0,9.5,1.2,74063,9.5,16.2,29.5,2.9,736,20,119
"Miami County, Kansas",34312,42.5,23.6,17.3,22.2,20.1,13.0,2.8,85564,6.5,5.0,20.6,2.7,1034,20,121
"Mitchell County, Kansas",5829,41.9,23.3,22.7,5.6,19.1,15.2,0.7,63008,9.8,21.8,24.3,5.7,668,20,123
"Montgomery County, Kansas",31448,40.2,23.8,19.4,22.5,13.2,21.1,4.7,51513,12.4,18.8,27.4,8.2,747,20,125
"Morris County, Kansas",5385,46.5,21.7,25.3,6.1,19.5,17.9,2.1,52866,8.0,23.8,18.0,3.9,706,20,127
"Morton County, Kansas",2688,39.5,25.6,20.0,65.9,13.2,16.9,3.3,57943,9.7,28.9,26.8,2.6,653,20,129
"Nemaha County, Kansas",10219,40.0,27.3,19.5,35.9,18.8,13.6,1.7,72788,6.0,11.6,23.0,4.0,780,20,131
"Neosho County, Kansas",15826,40.3,24.4,20.1,34.9,14.4,19.7,4.5,54894,11.7,14.3,24.4,5.7,623,20,133
"Ness County, Kansas",2677,48.4,20.7,23.3,11.9,17.9,16.1,0.6,64907,8.5,23.7,19.0,2.4,606,20,135
"Norton County, Kansas",5431,40.4,19.4,20.4,19.6,14.8,15.7,1.4,52710,12.7,23.6,23.9,2.1,722,20,137
"Osage County, Kansas",15787,42.6,23.4,19.9,26.7,13.4,17.4,3.4,66155,8.6,13.7,21.5,2.3,781,20,139
"Osborne County, Kansas",3493,46.4,21.3,25.8,0.0,17.5,14.3,1.7,58750,5.9,21.8,24.2,3.7,618,20,141
"Ottawa County, Kansas",5768,42.3,22.7,20.2,4.9,17.2,14.0,3.3,74551,5.8,11.4,22.3,3.5,717,20,143
"Pawnee County, Kansas",6288,46.1,14.2,21.9,0.0,12.6,23.7,1.6,54141,11.8,21.8,38.3,8.7,769,20,145
"Phillips County, Kansas",4960,44.9,22.3,24.4,21.3,14.0,17.8,4.0,57611,7.8,22.2,27.4,2.5,601,20,147
"Pottawatomie County, Kansas",25482,35.8,28.9,14.8,15.3,24.2,11.7,1.9,85241,4.9,8.9,20.3,1.7,1009,20,149
"Pratt County, Kansas",9175,37.6,25.1,20.3,59.7,17.7,13.2,3.6,61685,8.5,18.5,30.0,3.9,763,20,151
"Rawlins County, Kansas",2544,46.2,22.7,26.9,20.7,13.4,22.9,1.0,61827,8.1,15.1,31.1,5.5,695,20,153
"Reno County, Kansas",61881,40.5,22.3,20.1,53.3,13.4,16.1,4.2,57390,9.2,11.1,29.7,4.6,828,20,155
"Republic County, Kansas",4686,47.5,23.4,26.2,27.5,16.7,15.5,0.6,54531,5.3,24.3,27.6,4.0,656,20,157
"Rice County, Kansas",9441,39.0,23.1,19.7,17.9,15.8,15.3,3.6,58523,7.6,14.4,24.3,2.4,711,20,159
"Riley County, Kansas",72105,24.9,15.9,9.6,14.4,26.0,12.7,5.1,56327,6.1,12.5,56.0,5.4,1016,20,161
"Rooks County, Kansas",4925,44.9,21.2,22.9,0.0,16.6,18.5,1.8,60821,5.3,19.3,24.6,7.0,676,20,163
"Rush County, Kansas",2939,46.4,20.1,24.3,55.8,14.9,14.8,4.4,53523,5.8,20.1,23.0,2.8,724,20,165
"Russell County, Kansas",6702,45.3,21.8,24.9,35.0,15.4,16.7,3.9,49929,10.6,18.9,23.8,3.6,757,20,167
"Saline County, Kansas",54160,39.9,22.8,18.4,43.1,18.1,16.1,3.6,59887,9.0,7.3,32.7,8.1,869,20,169
"Scott County, Kansas",5128,38.7,26.5,20.5,3.8,12.7,12.9,2.3,53365,4.0,5.3,38.5,1.3,642,20,171
"Sedgwick County, Kansas",522700,35.8,25.1,15.2,34.1,20.2,14.6,5.3,65372,10.9,9.6,37.5,6.0,937,20,173
"Seward County, Kansas",21942,30.5,31.0,10.1,55.3,8.3,8.3,2.7,57131,14.5,14.5,34.7,6.8,827,20,175
"Shawnee County, Kansas",178625,39.4,23.2,18.6,42.3,20.4,13.7,4.2,63463,8.2,7.8,33.1,7.0,942,20,177
"Sheridan County, Kansas",2450,42.5,25.6,23.2,0.0,17.7,14.1,0.4,66719,5.4,13.0,26.4,5.8,622,20,179
"Sherman County, Kansas",5940,38.0,23.4,20.6,9.2,20.2,18.1,2.4,61404,8.6,21.5,34.9,3.3,827,20,181
"Smith County, Kansas",3561,50.0,19.5,28.6,11.9,17.1,18.1,2.1,50943,8.1,23.6,16.1,2.7,564,20,183
"Stafford County, Kansas",4054,42.2,24.0,21.6,14.3,19.2,15.4,3.5,60000,8.7,23.8,19.8,2.4,598,20,185
"Stanton County, Kansas",2060,39.6,24.4,15.9,0.0,12.9,12.0,3.0,66000,21.1,17.9,20.3,1.6,825,20,187
"Stevens County, Kansas",5275,36.3,29.2,17.0,0.0,10.3,12.3,1.9,67950,15.0,23.7,30.1,5.5,899,20,189
"Sumner County, Kansas",22517,42.0,24.2,19.3,35.6,15.7,16.6,5.2,59397,9.3,13.6,25.6,4.9,838,20,191
"Thomas County, Kansas",7907,35.2,23.7,17.5,26.9,16.6,15.2,0.6,72417,10.1,12.5,27.6,3.2,742,20,193
"Trego County, Kansas",2798,47.8,18.8,27.6,-666666666.0,18.7,14.0,2.6,77500,7.7,21.1,18.0,2.8,646,20,195
"Wabaunsee County, Kansas",6922,43.7,23.2,21.0,24.1,17.1,17.6,3.0,70000,8.1,17.8,18.1,2.3,790,20,197
"Wallace County, Kansas",1489,43.1,23.4,24.8,51.1,21.0,18.2,2.2,57708,4.4,10.6,29.6,4.1,564,20,199
"Washington County, Kansas",5529,44.9,22.7,23.8,9.3,15.2,14.2,1.8,59432,5.6,14.3,23.2,3.0,540,20,201
"Wichita County, Kansas",2131,43.1,23.7,23.2,25.0,16.7,20.1,2.3,69551,8.0,12.2,15.7,1.5,683,20,203
"Wilson County, Kansas",8667,42.4,23.9,22.3,21.6,14.6,19.5,3.7,55439,6.6,22.4,27.4,5.4,725,20,205
"Woodson County, Kansas",3134,46.6,20.5,25.0,78.3,15.3,20.2,6.2,50670,8.6,34.2,18.1,5.0,584,20,207
"Wyandotte County, Kansas",167989,34.3,27.2,13.0,40.5,12.9,13.9,5.7,57771,17.5,10.5,39.5,8.0,1043,20,209
"Adair County, Kentucky",18887,40.3,20.3,19.4,16.4,9.0,22.0,6.6,49690,7.5,21.2,23.5,5.5,725,21,001
"Allen County, Kentucky",20773,40.5,23.0,17.6,28.1,11.0,18.5,7.3,57159,8.2,15.4,23.1,6.4,831,21,003
"Anderson County, Kentucky",23839,41.9,23.2,16.2,36.2,16.5,18.3,5.4,69885,3.5,8.7,21.2,1.9,839,21,005
"Ballard County, Kentucky",7742,44.7,20.1,22.3,81.8,11.7,17.1,5.2,57111,3.7,20.2,19.6,5.4,758,21,007
"Barren County, Kentucky",44511,40.2,23.4,17.8,57.8,10.6,21.2,4.9,48141,8.7,11.7,33.8,6.7,745,21,009
"Bath County, Kentucky",12739,39.5,25.2,16.9,31.3,8.1,22.6,2.9,51471,8.0,11.3,27.7,9.5,566,21,011
"Bell County, Kentucky",24248,41.5,21.7,18.7,28.4,7.2,25.4,10.0,33658,6.2,18.7,36.9,7.7,608,21,013
"Boone County, Kentucky",136150,38.0,25.7,14.2,26.0,21.7,12.2,2.8,91697,5.3,4.2,23.8,3.3,1177,21,015
"Bourbon County, Kentucky",20228,41.8,22.6,18.9,36.1,12.8,20.1,5.5,54580,3.4,11.7,35.3,5.1,761,21,017
"Boyd County, Kentucky",48242,42.1,21.5,19.9,41.0,11.3,21.9,6.9,58327,5.4,14.8,31.1,8.7,796,21,019
"Boyle County, Kentucky",30613,40.0,20.2,18.8,21.5,15.1,17.3,6.2,56568,5.9,9.9,31.2,5.8,762,21,021
"Bracken County, Kentucky",8420,41.7,23.5,17.0,12.5,11.1,17.0,6.2,59911,4.1,18.4,19.5,2.6,744,21,023
"Breathitt County, Kentucky",13580,42.7,20.4,17.9,35.3,8.2,30.6,8.9,38209,3.7,15.8,27.1,13.3,501,21,025
"Breckinridge County, Kentucky",20528,42.3,22.6,19.3,37.0,8.2,21.0,7.7,51756,8.3,29.7,17.6,4.9,697,21,027
"Bullitt County, Kentucky",82482,41.1,21.4,16.5,31.8,11.3,15.8,4.6,73900,3.0,5.4,17.4,4.2,947,21,029
"Butler County, Kentucky",12365,41.4,22.9,18.4,17.8,5.4,19.7,5.4,47589,11.7,17.6,27.8,6.8,650,21,031
"Caldwell County, Kentucky",12635,42.4,22.5,21.0,56.3,9.0,28.0,4.7,52488,11.2,15.8,26.9,7.9,706,21,033
"Calloway County, Kentucky",37345,35.6,18.0,17.1,32.4,17.7,18.1,4.7,48276,7.0,17.7,35.6,5.2,770,21,035
"Campbell County, Kentucky",93122,38.9,20.7,16.6,21.2,24.4,13.3,3.8,71979,4.2,6.7,28.5,6.6,979,21,037
"Carlisle County, Kentucky",4782,42.9,23.2,20.1,36.8,8.6,16.9,4.2,53065,7.3,17.4,23.5,2.6,764,21,039
"Carroll County, Kentucky",10842,38.5,26.6,16.1,47.0,3.0,17.5,6.7,50625,8.9,13.6,32.1,6.0,806,21,041
"Carter County, Kentucky",26671,41.9,22.1,19.6,15.4,8.4,21.9,6.0,47004,9.6,20.2,20.5,7.0,708,21,043
"Casey County, Kentucky",15942,41.9,22.9,20.6,27.9,6.4,18.3,10.4,42190,12.9,18.4,24.2,8.1,618,21,045
"Christian County, Kentucky",72766,28.4,27.5,12.4,29.6,13.1,18.7,7.6,48920,8.7,12.5,50.1,7.2,984,21,047
"Clark County, Kentucky",36897,40.9,22.3,18.1,30.5,12.7,18.5,5.2,61878,4.3,8.7,28.4,6.6,858,21,049
"Clay County, Kentucky",20322,40.4,20.7,15.8,48.8,7.2,29.0,10.0,37888,5.4,17.6,25.3,12.0,642,21,051
"Clinton County, Kentucky",9295,42.4,21.5,20.0,55.7,8.2,24.5,5.6,41180,6.2,24.6,27.2,6.1,605,21,053
"Crittenden County, Kentucky",8979,43.4,22.3,20.5,26.0,7.4,31.4,3.4,45810,12.0,19.5,19.6,5.7,670,21,055
"Cumberland County, Kentucky",5974,45.4,21.5,22.0,0.0,11.6,18.8,3.8,40515,10.3,26.1,24.2,9.9,516,21,057
"Daviess County, Kentucky",102916,38.7,24.3,17.2,45.1,15.7,16.5,4.1,64021,5.1,7.3,32.1,6.9,890,21,059
"Edmonson County, Kentucky",12179,45.0,18.6,21.3,22.7,5.3,26.3,6.8,53029,8.3,25.5,16.8,3.8,672,21,061
"Elliott County, Kentucky",7378,43.6,17.3,20.5,0.0,7.0,27.4,6.0,39469,8.2,25.9,23.3,6.9,625,21,063
"Estill County, Kentucky",14138,43.7,21.7,19.2,75.9,7.7,28.9,8.7,39980,4.9,16.1,26.1,8.0,665,21,065
"Fayette County, Kentucky",321276,35.2,20.6,14.2,33.0,26.0,12.5,5.0,66087,6.9,7.0,45.7,7.2,1065,21,067
"Fleming County, Kentucky",15111,40.8,24.5,18.2,56.4,9.8,20.7,8.4,46885,8.6,14.9,25.5,8.9,684,21,069
"Floyd County, Kentucky",35780,42.9,22.2,18.8,22.2,7.6,25.9,6.8,38723,4.8,18.1,28.7,8.6,740,21,071
"Franklin County, Kentucky",51475,40.0,20.9,18.1,24.3,18.5,17.6,4.8,62929,6.9,6.0,36.7,5.8,902,21,073
"Fulton County, Kentucky",6480,39.2,21.3,21.0,33.3,11.5,21.8,5.6,35449,5.8,25.6,35.9,14.1,622,21,075
"Gallatin County, Kentucky",8720,38.7,22.5,13.5,70.8,9.8,16.7,3.7,58641,9.5,16.6,29.5,3.3,815,21,077
"Garrard County, Kentucky",17175,43.5,21.6,18.5,75.4,9.9,16.9,5.3,58263,7.3,10.9,19.1,4.7,825,21,079
"Grant County, Kentucky",25085,36.5,26.5,14.0,38.8,10.1,17.4,4.5,65461,4.8,9.4,27.8,5.6,835,21,081
"Graves County, Kentucky",36701,39.9,23.9,18.3,38.8,10.6,19.1,3.7,52526,6.9,13.4,25.2,5.9,662,21,083
"Grayson County, Kentucky",26465,40.0,23.8,17.8,75.8,7.5,19.9,4.8,47024,6.3,27.3,23.1,5.0,636,21,085
"Green County, Kentucky",11198,45.1,21.2,20.1,7.6,6.9,25.4,9.5,38595,8.3,16.7,25.6,4.6,610,21,087
"Greenup County, Kentucky",35853,43.8,21.4,21.4,20.8,9.1,20.5,6.2,58562,5.7,10.9,21.1,4.6,824,21,089
"Hancock County, Kentucky",9058,41.2,23.9,17.7,50.8,11.8,20.7,4.4,68102,5.2,11.2,20.7,3.8,785,21,091
"Hardin County, Kentucky",111005,37.2,24.6,14.6,37.2,14.3,17.7,6.8,64136,5.3,9.1,37.9,6.3,909,21,093
"Harlan County, Kentucky",26589,41.2,23.3,19.0,30.2,5.2,27.7,10.8,35128,4.9,19.3,31.1,8.9,625,21,095
"Harrison County, Kentucky",18803,42.6,22.8,18.9,15.0,9.6,17.4,2.8,58840,4.5,10.0,29.4,9.0,710,21,097
"Hart County, Kentucky",19345,40.3,24.5,16.8,50.4,6.3,20.3,3.5,45561,9.3,18.6,26.3,8.0,658,21,099
"Henderson County, Kentucky",44770,41.0,22.7,18.3,50.0,12.0,23.3,3.8,56912,4.2,9.0,35.8,6.7,775,21,101
"Henry County, Kentucky",15731,41.4,23.5,17.6,7.7,9.7,18.4,3.9,58294,8.6,9.3,25.7,5.4,863,21,103
"Hickman County, Kentucky",4491,46.6,19.9,24.5,59.3,17.5,20.3,4.1,68589,4.7,25.1,23.2,4.8,755,21,105
"Hopkins County, Kentucky",45223,41.4,22.8,18.7,59.9,8.5,26.1,7.7,54466,4.7,12.4,30.1,5.5,815,21,107
"Jackson County, Kentucky",13002,40.9,23.0,17.8,0.0,6.9,24.1,6.0,38516,4.0,14.2,20.9,7.6,652,21,109
"Jefferson County, Kentucky",779232,38.5,21.9,16.7,38.4,21.3,14.1,5.1,66296,5.3,8.1,38.2,9.0,1045,21,111
"Jessamine County, Kentucky",53381,38.4,23.5,15.6,38.0,17.4,14.9,4.5,69905,6.5,7.1,31.2,4.0,972,21,113
"Johnson County, Kentucky",22631,41.7,22.1,18.5,32.5,8.1,25.3,5.3,44231,5.0,18.9,30.7,7.6,714,21,115
"Kenton County, Kentucky",169066,37.7,23.4,15.0,19.3,23.4,13.5,4.4,76016,4.8,7.2,30.9,6.9,961,21,117
"Knott County, Kentucky",14282,44.2,20.0,19.6,49.6,7.5,27.6,10.6,38336,3.0,17.2,27.4,7.5,635,21,119
"Knox County, Kentucky",30207,40.1,23.6,17.2,37.5,9.0,21.8,8.9,34254,6.7,18.7,36.0,13.0,623,21,121
"Larue County, Kentucky",14902,41.3,22.6,17.3,27.3,5.9,18.1,2.8,57867,3.7,8.0,25.2,3.7,816,21,123
"Laurel County, Kentucky",62442,39.8,22.8,16.8,32.7,8.9,17.8,3.6,53693,8.3,11.8,28.8,5.4,772,21,125
"Lawrence County, Kentucky",16228,41.2,24.6,18.2,13.3,5.8,25.1,5.2,42488,6.8,24.1,25.6,4.7,735,21,127
"Lee County, Kentucky",7338,41.8,20.4,17.5,73.5,5.1,28.5,8.1,31682,3.1,18.3,30.4,15.4,567,21,129
"Leslie County, Kentucky",10468,43.2,21.4,18.3,61.5,7.2,27.8,10.0,37019,1.7,24.7,13.2,8.4,550,21,131
"Letcher County, Kentucky",21490,42.7,21.5,20.1,12.8,7.4,31.2,7.7,38466,3.8,20.7,26.0,7.1,625,21,133
"Lewis County, Kentucky",13063,42.5,22.9,18.9,57.8,5.9,20.8,7.3,36662,5.8,21.5,20.9,6.4,690,21,135
"Lincoln County, Kentucky",24320,41.4,23.8,18.6,3.5,9.3,17.7,6.6,49487,6.3,10.5,21.4,6.7,678,21,137
"Livingston County, Kentucky",8980,46.0,20.4,21.7,60.3,7.4,31.2,6.1,56125,4.8,23.5,18.1,2.9,849,21,139
"Logan County, Kentucky",27498,40.8,23.8,18.6,11.3,10.6,16.5,5.6,58869,8.8,12.9,26.1,6.1,683,21,141
"Lyon County, Kentucky",8721,47.9,13.7,25.1,42.4,7.3,40.0,3.6,64081,6.5,32.6,18.1,2.7,689,21,143
"McCracken County, Kentucky",67573,42.5,21.8,20.1,44.9,16.7,15.9,3.6,58490,5.8,15.9,33.2,8.2,849,21,145
"McCreary County, Kentucky",16892,39.2,21.8,16.1,68.2,3.8,23.1,5.6,35000,5.1,20.5,30.0,10.8,580,21,147
"McLean County, Kentucky",9173,43.2,23.5,19.7,38.7,11.1,18.6,6.7,64020,3.5,13.7,19.6,5.8,534,21,149
"Madison County, Kentucky",92955,34.4,20.8,14.3,31.8,20.0,15.4,5.4,59797,5.4,8.2,38.7,4.5,826,21,151
"Magoffin County, Kentucky",11647,41.4,22.4,18.2,62.6,3.6,31.4,12.8,31927,4.0,16.6,24.8,8.5,623,21,153
"Marion County, Kentucky",19627,39.8,23.9,16.8,81.1,6.3,21.9,6.0,49627,2.8,9.5,26.2,5.7,687,21,155
"Marshall County, Kentucky",31706,44.6,20.3,21.8,18.1,13.0,17.8,3.0,64597,7.1,20.7,17.5,4.4,742,21,157
"Martin County, Kentucky",11298,39.8,19.3,17.2,24.2,6.8,32.5,6.4,45265,2.3,22.3,21.1,8.3,695,21,159
"Mason County, Kentucky",17068,42.1,22.8,19.0,57.4,12.0,18.0,4.7,48460,6.1,18.2,31.4,10.5,697,21,161
"Meade County, Kentucky",29964,39.2,22.1,14.7,25.6,10.3,19.8,4.2,68518,3.9,12.4,25.8,4.2,929,21,163
"Menifee County, Kentucky",6174,43.4,22.1,20.7,93.8,7.5,25.5,4.7,43797,5.5,34.2,26.0,6.9,646,21,165
"Mercer County, Kentucky",22662,43.1,21.7,18.8,36.6,13.1,15.3,4.5,60728,5.8,12.3,25.6,4.9,720,21,167
"Metcalfe County, Kentucky",10313,42.6,23.1,18.6,31.1,7.7,20.2,4.8,46932,7.8,11.6,22.2,6.3,585,21,169
"Monroe County, Kentucky",11331,41.2,23.0,18.5,13.9,5.8,24.3,5.4,47252,5.7,13.3,29.0,7.5,654,21,171
"Montgomery County, Kentucky",28188,40.5,23.2,16.8,27.7,10.7,20.9,6.0,53436,7.0,11.7,33.9,6.2,775,21,173
"Morgan County, Kentucky",13840,42.3,18.7,17.1,12.0,9.1,26.1,3.1,46018,8.0,17.2,21.4,6.7,681,21,175
"Muhlenberg County, Kentucky",30735,43.0,20.8,19.8,14.8,7.5,21.9,4.9,50935,5.1,12.4,17.6,4.6,658,21,177
"Nelson County, Kentucky",46779,39.9,23.3,16.6,33.6,13.7,15.5,2.9,66212,5.4,6.8,23.5,3.0,913,21,179
"Nicholas County, Kentucky",7613,38.9,23.8,16.9,11.7,3.3,22.5,5.6,57539,6.4,21.2,28.6,8.9,661,21,181
"Ohio County, Kentucky",23782,41.0,23.5,18.2,19.3,8.1,18.3,4.5,52474,5.6,11.3,22.2,3.7,760,21,183
"Oldham County, Kentucky",67997,39.5,25.2,13.8,27.1,25.9,9.2,3.9,117334,3.1,4.6,13.1,1.2,1113,21,185
"Owen County, Kentucky",11229,42.9,21.7,19.6,44.9,14.7,18.7,4.6,56485,8.3,22.8,14.5,2.8,827,21,187
"Owsley County, Kentucky",4054,48.0,18.5,22.0,33.3,7.5,32.4,14.2,32844,4.5,29.0,36.7,10.4,-666666666,21,189
"Pendleton County, Kentucky",14638,41.7,23.5,16.5,39.4,10.9,18.1,5.0,58723,6.1,16.1,26.4,4.3,838,21,191
"Perry County, Kentucky",28136,41.3,23.4,17.0,29.1,5.8,31.3,7.5,45330,3.6,14.7,24.3,7.8,735,21,193
"Pike County, Kentucky",58196,42.5,20.4,19.2,52.1,8.4,29.0,7.3,41271,5.4,17.1,25.8,8.9,826,21,195
"Powell County, Kentucky",13089,39.5,24.1,15.9,22.6,9.4,22.8,7.1,38415,5.4,16.8,31.9,8.5,693,21,197
"Pulaski County, Kentucky",65145,41.8,22.1,19.0,37.2,9.9,20.0,4.9,48768,6.7,18.7,27.8,6.1,810,21,199
"Robertson County, Kentucky",2207,39.0,25.4,17.9,57.1,9.8,16.6,7.0,53798,5.1,23.7,25.8,2.5,625,21,201
"Rockcastle County, Kentucky",16171,42.9,21.5,18.8,62.3,5.6,22.2,6.6,45693,4.7,13.2,24.0,9.1,685,21,203
"Rowan County, Kentucky",24551,30.6,19.5,14.0,6.0,12.7,16.2,4.6,50038,5.2,15.1,38.6,8.8,759,21,205
"Russell County, Kentucky",18021,42.4,22.9,20.2,52.6,9.0,21.5,6.1,48220,6.2,30.6,25.6,3.9,611,21,207
"Scott County, Kentucky",57286,36.1,24.6,12.7,26.4,19.5,13.5,3.7,80782,4.5,5.8,26.6,3.4,1098,21,209
"Shelby County, Kentucky",48105,40.6,22.2,16.3,13.3,18.6,12.1,3.3,81012,6.9,7.1,27.1,2.3,939,21,211
"Simpson County, Kentucky",19574,39.2,23.3,15.7,2.7,8.4,14.3,3.5,55907,9.2,9.3,34.3,3.0,968,21,213
"Spencer County, Kentucky",19549,42.9,23.2,14.4,42.1,14.2,13.7,6.2,101118,4.7,7.5,13.8,2.7,927,21,215
"Taylor County, Kentucky",26056,37.3,23.2,18.2,9.0,14.2,20.8,4.9,63211,3.6,12.1,32.5,6.7,708,21,217
"Todd County, Kentucky",12281,36.6,26.9,16.6,4.3,9.5,15.4,4.3,57891,21.8,13.0,25.2,9.3,789,21,219
"Trigg County, Kentucky",14154,45.8,21.7,22.7,23.8,11.9,27.5,4.0,55864,11.0,23.4,21.4,7.0,639,21,221
"Trimble County, Kentucky",8510,42.0,21.6,17.6,38.1,9.3,19.9,8.4,66492,4.1,15.3,18.7,5.3,894,21,223
"Union County, Kentucky",13495,41.3,18.7,18.8,33.9,6.5,30.9,3.7,58260,5.6,13.9,26.9,5.1,735,21,225
"Warren County, Kentucky",135307,33.3,23.0,13.2,34.3,20.2,13.9,4.7,63074,6.8,7.9,43.2,6.7,942,21,227
"Washington County, Kentucky",12025,42.3,22.8,18.9,3.1,11.0,20.7,2.3,65456,9.8,11.0,20.6,6.8,782,21,229
"Wayne County, Kentucky",19666,43.4,20.6,21.0,39.0,7.6,24.3,5.2,41583,6.8,22.3,26.3,6.0,676,21,231
"Webster County, Kentucky",12951,39.7,23.2,17.7,44.4,7.2,29.1,5.9,55451,6.1,15.9,28.3,5.3,710,21,233
"Whitley County, Kentucky",36648,36.1,25.5,15.7,18.0,9.4,21.8,6.4,44332,8.0,15.6,33.3,8.6,692,21,235
"Wolfe County, Kentucky",6573,41.0,22.9,19.7,32.3,2.3,35.6,20.3,28666,1.0,18.3,31.8,16.3,440,21,237
"Woodford County, Kentucky",26886,42.5,21.8,19.7,20.0,24.5,13.5,2.5,78295,2.7,8.8,28.2,3.7,936,21,239
"Acadia Parish, Louisiana",57674,36.7,25.9,15.7,62.0,9.9,19.7,8.8,44977,6.4,14.6,31.6,9.2,719,22,001
"Allen Parish, Louisiana",22798,38.5,22.9,15.0,43.5,8.1,19.7,8.9,52755,7.6,19.9,24.0,8.2,734,22,003
"Ascension Parish, Louisiana",126973,36.2,26.4,12.4,24.0,19.6,12.3,4.5,93800,6.4,7.9,16.7,3.7,1230,22,005
"Assumption Parish, Louisiana",21067,41.9,21.0,19.4,27.3,8.2,17.0,8.0,47023,8.7,16.6,17.1,9.0,766,22,007
"Avoyelles Parish, Louisiana",39529,38.6,23.6,17.3,81.1,7.4,23.6,7.5,38696,7.9,20.0,29.8,9.9,749,22,009
"Beauregard Parish, Louisiana",36553,37.3,25.0,15.7,39.1,12.2,18.0,8.1,68525,7.9,14.0,17.7,5.4,867,22,011
"Bienville Parish, Louisiana",12958,42.1,22.4,20.9,66.7,9.0,20.6,5.6,34268,9.0,22.2,26.3,12.9,541,22,013
"Bossier Parish, Louisiana",128877,36.0,24.6,14.8,31.7,17.7,13.2,5.6,64598,9.4,12.6,34.6,6.1,1101,22,015
"Caddo Parish, Louisiana",236259,38.7,23.6,17.9,54.3,14.2,17.5,8.6,47572,7.5,16.0,39.5,10.3,927,22,017
"Calcasieu Parish, Louisiana",210770,36.7,24.9,15.3,44.3,15.5,14.1,5.6,64370,7.7,17.7,29.2,6.2,1025,22,019
"Caldwell Parish, Louisiana",9658,40.2,22.9,18.2,81.8,9.3,18.0,12.9,45707,6.8,24.0,30.4,9.1,801,22,021
"Cameron Parish, Louisiana",5447,43.3,20.7,15.9,75.2,9.7,15.9,2.1,69847,8.2,39.1,10.5,1.5,-666666666,22,023
"Catahoula Parish, Louisiana",8895,38.8,21.9,17.0,13.7,11.0,17.0,6.5,48259,8.3,32.1,22.3,10.3,712,22,025
"Claiborne Parish, Louisiana",14203,42.3,19.0,21.0,31.1,7.6,14.7,5.2,32034,7.0,26.2,27.9,12.7,626,22,027
"Concordia Parish, Louisiana",18677,37.8,23.7,18.6,61.7,11.2,21.0,12.0,38929,10.0,30.0,27.2,11.8,772,22,029
"De Soto Parish, Louisiana",26821,39.3,23.8,18.2,70.4,11.0,19.9,6.9,49807,7.1,17.9,25.1,9.1,660,22,031
"East Baton Rouge Parish, Louisiana",454369,34.0,22.3,14.7,50.0,22.7,14.2,7.1,62083,8.4,14.9,40.2,7.7,1081,22,033
"East Carroll Parish, Louisiana",7371,33.9,22.7,15.8,100.0,10.0,17.6,15.1,30856,4.4,28.3,38.6,12.1,724,22,035
"East Feliciana Parish, Louisiana",19452,44.3,17.1,18.7,0.0,11.9,15.8,5.5,64709,8.0,18.6,17.6,8.3,678,22,037
"Evangeline Parish, Louisiana",32335,36.9,25.0,15.6,60.9,9.4,24.8,14.0,34526,9.1,16.3,35.4,11.1,667,22,039
"Franklin Parish, Louisiana",19752,39.0,24.9,19.0,43.5,9.9,15.7,9.2,41129,7.0,18.2,25.2,5.2,701,22,041
"Grant Parish, Louisiana",22185,37.9,20.7,15.2,66.6,9.2,19.6,4.0,57362,9.7,25.5,18.2,7.5,816,22,043
"Iberia Parish, Louisiana",69958,37.4,25.4,15.6,60.0,10.6,16.8,6.3,55190,8.0,13.3,31.5,11.5,846,22,045
"Iberville Parish, Louisiana",30210,39.9,20.5,16.7,66.2,9.7,16.5,7.5,59410,8.3,17.0,25.5,7.6,803,22,047
"Jackson Parish, Louisiana",15093,41.4,21.5,20.5,37.2,9.2,20.7,4.9,40406,7.4,24.5,31.5,10.7,703,22,049
"Jefferson Parish, Louisiana",436171,39.8,22.1,17.8,47.2,19.4,15.8,6.0,63257,10.5,9.1,37.3,7.2,1121,22,051
